ID,Date of Birth,Highest Education,Marital Status,Occupation,Race,Sex,Current City,Current State,Current Zip,How long has it been since you bought new clothing?,Which is you favorite store to shop at?,Favorite Clothing to shop for?,Do you have clothing in your closet that you do not wear?,"If yes, approximately how many items?",How often do you shop?,What do you do with old clothing?,Would you be open to donating old clothing?,"If Yes, which organization would you donate to?",How often do you give charity?
3234,5/30/82,Masters,Married,Employeed,Hispanic,Male,Miami,FL,30346,Year or more,Thrift Store,Bottoms,Yes,21,Weekly,Keep in closet,No ,Salvation Army,Rarely
3235,8/13/89,Bachelor,Single,Employeed,Asian,Male,Atlanta,GA,33182,Month,Thrift Store,Accessories,No,11,Weekly,Keep in closet,No ,Local Church/Synagogue,Never
3236,1/16/94,Bachelor,Dating,Student,Hispanic,Male,Miami,FL,10470,Week,Department Store,Bottoms,No,4,Monthly,Sell/ Pawn,Yes,Goodwill,Often
3237,1/2/81,HS Grad,Married,Employeed,Black,Male,New York,NY,60707,Week,Department Store,Accessories,Yes,18,Daily,Sell/ Pawn,Yes,Homeless Shelter,Often
3238,1/26/93,HS Grad,Married,Student,Asian,Female,Chicago,IL,30306,Week,Thrift Store,Shoes,No,7,Daily,Throw out,Yes,Salvation Army,Sometimes
3239,11/11/81,HS Grad,Dating,Student,White,Male,Atlanta,GA,60641,Week,Department Store,Accessories,No,6,Daily,Throw out,Yes,Local Church/Synagogue,Never
3240,5/27/85,Bachelor,Dating,Employeed,Asian,Female,Chicago,IL,33189,Day,Department Store,Tops,Yes,12,Yearly,Sell/ Pawn,Yes,Goodwill,Sometimes
3241,6/28/82,HS Grad,Single,Employeed,White,Male,Miami,FL,91602,Week,Thrift Store,Tops,Yes,3,Weekly,Pass down to family or friend,No ,American Red Cross,Sometimes
3242,11/25/81,Some College,Dating,Student,White,Male,Los Angeles,CA,90895,Week,Thrift Store,Accessories,Yes,14,Weekly,Keep in closet,Yes,Salvation Army,Never
3243,4/5/96,Bachelor,Single,Student,White,Male,Los Angeles,CA,30337,Day,Discount Stores,Tops,Yes,2,Weekly,Donate,No ,Local Church/Synagogue,Sometimes
3244,6/30/89,Bachelor,Dating,Employeed,Hispanic,Male,Atlanta,GA,11235,Week,Thrift Store,Shoes,No,23,Yearly,Sell/ Pawn,No ,Thrift Store,Often
3245,7/17/92,HS Grad,Single,Employeed,White,Female,New York,NY,30314,Week,Discount Stores,Accessories,No,16,Monthly,Keep in closet,Yes,American Red Cross,Rarely
3246,7/19/91,Some College,Single,Student,Black,Female,Atlanta,GA,30313,Year or more,Department Store,Tops,No,21,Daily,Keep in closet,No ,Salvation Army,Sometimes
3247,7/24/89,Masters,Single,Student,Black,Female,Atlanta,GA,30305,Year or more,Thrift Store,Accessories,Yes,14,Daily,Throw out,Yes,Local Church/Synagogue,Never
3248,2/5/91,Masters,Married,Employeed,White,Female,Atlanta,GA,60623,Month,Thrift Store,Bottoms,Yes,22,Weekly,Throw out,Yes,Salvation Army,Always
3249,1/13/85,Masters,Single,Employeed,Asian,Male,Chicago,IL,11105,Week,Discount Stores,Shoes,Yes,17,Monthly,Pass down to family or friend,Yes,American Red Cross,Rarely
3250,11/17/86,HS Grad,Dating,Employeed,Hispanic,Female,New York,NY,11201,Day,Thrift Store,Tops,Yes,21,Monthly,Pass down to family or friend,No ,Thrift Store,Rarely
3251,7/2/85,Bachelor,Single,Student,Hispanic,Male,New York,NY,10460,Month,Department Store,Tops,No,25,Weekly,Pass down to family or friend,No ,Salvation Army,Never
3252,6/3/81,HS Grad,Married,Student,Other,Female,New York,NY,91614,Day,Thrift Store,Shoes,No,8,Daily,Throw out,Yes,Goodwill,Never
3253,5/2/92,Bachelor,Single,Employeed,White,Male,Los Angeles,CA,30067,Year or more,Discount Stores,Shoes,Yes,3,Weekly,Pass down to family or friend,Yes,Local Church/Synagogue,Sometimes
3254,11/11/90,Masters,Married,Student,White,Male,Atlanta,GA,91801,Day,Thrift Store,Accessories,Yes,13,Monthly,Throw out,No ,Goodwill,Never
3255,4/19/95,HS Grad,Married,Employeed,Asian,Female,Los Angeles,CA,11205,Year or more,Thrift Store,Shoes,No,25,Monthly,Sell/ Pawn,No ,American Red Cross,Always
3256,1/17/91,Some College,Dating,Employeed,Hispanic,Male,New York,NY,33181,6 Months,Thrift Store,Shoes,Yes,1,Daily,Keep in closet,No ,Salvation Army,Often
3257,3/17/83,Some College,Single,Student,Other,Female,Miami,FL,91436,Week,Department Store,Accessories,No,25,Weekly,Sell/ Pawn,No ,Goodwill,Often
3258,8/21/83,Masters,Single,Employeed,Hispanic,Female,Los Angeles,CA,30338,Year or more,Department Store,Bottoms,Yes,8,Weekly,Pass down to family or friend,Yes,Goodwill,Rarely
3259,5/31/89,Masters,Dating,Student,Hispanic,Female,Atlanta,GA,10151,Year or more,Discount Stores,Bottoms,No,16,Daily,Throw out,Yes,Homeless Shelter,Sometimes
3260,6/8/82,Some College,Single,Employeed,White,Female,New York,NY,60640,Month,Thrift Store,Bottoms,No,20,Weekly,Donate,Yes,Local Church/Synagogue,Never
3261,2/27/91,Masters,Married,Student,Hispanic,Male,Chicago,IL,33154,Week,Thrift Store,Accessories,Yes,21,Weekly,Sell/ Pawn,No ,Homeless Shelter,Sometimes
3262,11/16/91,Masters,Married,Employeed,Hispanic,Female,Miami,FL,10045,Day,Discount Stores,Tops,No,16,Monthly,Sell/ Pawn,No ,Homeless Shelter,Sometimes
3263,11/27/83,Masters,Dating,Employeed,Black,Female,New York,NY,60707,6 Months,Thrift Store,Bottoms,Yes,23,Daily,Donate,Yes,Homeless Shelter,Often
3264,10/29/87,Some College,Married,Student,Other,Male,Chicago,IL,33018,Year or more,Discount Stores,Shoes,Yes,10,Monthly,Pass down to family or friend,Yes,Local Church/Synagogue,Always
3265,10/2/84,Masters,Single,Employeed,Asian,Female,Miami,FL,90003,Year or more,Department Store,Shoes,Yes,22,Yearly,Donate,No ,Homeless Shelter,Never
3266,12/10/81,Bachelor,Married,Student,Asian,Male,Los Angeles,CA,60647,Year or more,Department Store,Accessories,No,11,Daily,Throw out,No ,Homeless Shelter,Sometimes
3267,11/15/84,Masters,Dating,Employeed,Other,Male,Chicago,IL,91504,Day,Discount Stores,Shoes,Yes,1,Daily,Throw out,Yes,Salvation Army,Sometimes
3268,6/8/87,Some College,Single,Student,Black,Female,Los Angeles,CA,91043,Year or more,Thrift Store,Accessories,No,21,Weekly,Throw out,Yes,Thrift Store,Rarely
3269,5/15/95,Some College,Married,Student,Other,Female,Los Angeles,CA,60621,Month,Thrift Store,Accessories,No,24,Weekly,Keep in closet,No ,Goodwill,Sometimes
3270,4/24/92,HS Grad,Married,Employeed,Black,Female,Chicago,IL,30311,Month,Thrift Store,Shoes,Yes,18,Weekly,Keep in closet,No ,American Red Cross,Never
3271,11/27/93,Bachelor,Dating,Employeed,Hispanic,Male,Atlanta,GA,30319,6 Months,Department Store,Tops,No,9,Daily,Pass down to family or friend,Yes,Thrift Store,Never
3272,5/8/90,Some College,Single,Student,Black,Male,Atlanta,GA,60606,Week,Department Store,Bottoms,Yes,10,Monthly,Pass down to family or friend,Yes,Salvation Army,Always
3273,9/25/93,Masters,Dating,Student,Asian,Male,Chicago,IL,90039,Week,Discount Stores,Accessories,Yes,13,Weekly,Pass down to family or friend,No ,Local Church/Synagogue,Sometimes
3274,3/3/81,Some College,Married,Student,Other,Male,Los Angeles,CA,60611,Month,Discount Stores,Accessories,Yes,16,Yearly,Keep in closet,Yes,Thrift Store,Rarely
3275,9/13/82,Some College,Married,Employeed,Asian,Female,Chicago,IL,60607,6 Months,Department Store,Bottoms,Yes,3,Yearly,Donate,No ,American Red Cross,Never
3276,9/24/91,Masters,Single,Student,White,Male,Chicago,IL,90731,Week,Discount Stores,Shoes,No,2,Weekly,Keep in closet,No ,Local Church/Synagogue,Sometimes
3277,9/13/89,Bachelor,Dating,Employeed,Other,Male,Los Angeles,CA,11228,6 Months,Discount Stores,Accessories,No,24,Monthly,Keep in closet,No ,Local Church/Synagogue,Always
3278,2/8/93,HS Grad,Single,Student,Hispanic,Female,New York,NY,33010,Month,Thrift Store,Accessories,No,1,Monthly,Throw out,Yes,Goodwill,Never
3279,9/26/84,HS Grad,Single,Student,Asian,Male,Miami,FL,10036,Day,Discount Stores,Accessories,Yes,16,Weekly,Keep in closet,Yes,American Red Cross,Often
3280,9/14/92,Masters,Dating,Student,Hispanic,Male,New York,NY,11216,6 Months,Thrift Store,Shoes,Yes,7,Yearly,Donate,Yes,Goodwill,Sometimes
3281,9/24/83,HS Grad,Dating,Student,Other,Male,New York,NY,10095,Week,Discount Stores,Tops,Yes,6,Yearly,Donate,No ,Homeless Shelter,Often
3282,10/7/85,Masters,Dating,Employeed,Black,Male,New York,NY,33132,Month,Discount Stores,Bottoms,No,11,Weekly,Sell/ Pawn,Yes,Local Church/Synagogue,Rarely
3283,7/22/88,Bachelor,Dating,Student,Asian,Male,Miami,FL,30314,Week,Department Store,Accessories,Yes,5,Monthly,Pass down to family or friend,No ,Local Church/Synagogue,Rarely
3284,11/21/91,Bachelor,Single,Student,Asian,Female,Atlanta,GA,30313,Week,Discount Stores,Bottoms,No,2,Yearly,Pass down to family or friend,Yes,Local Church/Synagogue,Always
3285,6/8/90,Masters,Married,Employeed,Other,Male,Atlanta,GA,90266,Year or more,Thrift Store,Tops,No,11,Monthly,Throw out,Yes,Thrift Store,Often
3286,11/25/89,Bachelor,Married,Student,Other,Female,Los Angeles,CA,91367,Week,Department Store,Shoes,No,19,Monthly,Pass down to family or friend,No ,Goodwill,Often
3287,8/8/96,Some College,Dating,Student,Other,Male,Los Angeles,CA,60652,6 Months,Thrift Store,Tops,No,12,Daily,Sell/ Pawn,No ,Thrift Store,Often
3288,4/16/82,Some College,Single,Student,Other,Female,Chicago,IL,30328,Week,Thrift Store,Accessories,No,2,Monthly,Throw out,No ,Local Church/Synagogue,Always
3289,12/3/87,Some College,Single,Employeed,Asian,Female,Atlanta,GA,91381,Day,Department Store,Bottoms,No,4,Monthly,Throw out,Yes,Goodwill,Never
3290,9/23/93,Some College,Married,Student,Asian,Male,Los Angeles,CA,33170,Week,Department Store,Tops,Yes,5,Yearly,Keep in closet,Yes,Goodwill,Rarely
3291,6/20/90,Masters,Single,Employeed,White,Female,Miami,FL,10122,Year or more,Discount Stores,Accessories,Yes,12,Weekly,Throw out,No ,Local Church/Synagogue,Never
3292,3/29/95,Bachelor,Dating,Student,Hispanic,Male,New York,NY,60613,Week,Department Store,Shoes,Yes,18,Monthly,Keep in closet,No ,Homeless Shelter,Rarely
3293,7/17/81,Some College,Married,Employeed,Other,Female,Chicago,IL,30346,Year or more,Discount Stores,Shoes,Yes,8,Monthly,Pass down to family or friend,No ,Thrift Store,Never
3294,9/2/87,HS Grad,Married,Student,Black,Male,Atlanta,GA,30030,6 Months,Department Store,Tops,No,7,Daily,Sell/ Pawn,No ,Salvation Army,Always
3295,2/4/90,Some College,Dating,Employeed,White,Female,Atlanta,GA,10304,Week,Discount Stores,Tops,Yes,1,Yearly,Pass down to family or friend,Yes,Goodwill,Often
3296,5/27/87,Masters,Dating,Student,Other,Female,New York,NY,90275,Year or more,Thrift Store,Tops,No,1,Daily,Throw out,No ,Goodwill,Sometimes
3297,11/27/81,Bachelor,Married,Student,Hispanic,Female,Los Angeles,CA,33012,Month,Thrift Store,Bottoms,Yes,3,Monthly,Keep in closet,Yes,Thrift Store,Always
3298,12/23/89,HS Grad,Dating,Employeed,Asian,Female,Miami,FL,33177,Month,Discount Stores,Accessories,No,1,Yearly,Throw out,No ,Local Church/Synagogue,Often
3299,7/12/92,Masters,Married,Employeed,Other,Male,Miami,FL,30319,Month,Department Store,Bottoms,Yes,6,Yearly,Throw out,Yes,Salvation Army,Never
3300,7/24/89,Some College,Single,Employeed,Asian,Female,Atlanta,GA,91030,6 Months,Thrift Store,Bottoms,No,24,Daily,Throw out,No ,Thrift Store,Always
3301,12/30/82,HS Grad,Dating,Employeed,Black,Female,Los Angeles,CA,30306,6 Months,Thrift Store,Tops,Yes,3,Daily,Sell/ Pawn,Yes,Local Church/Synagogue,Sometimes
3302,1/6/82,Bachelor,Single,Student,Hispanic,Male,Atlanta,GA,33162,Day,Thrift Store,Accessories,No,14,Weekly,Throw out,No ,Thrift Store,Always
3303,12/14/83,HS Grad,Single,Student,Asian,Male,Miami,FL,10311,Day,Thrift Store,Accessories,Yes,8,Monthly,Pass down to family or friend,No ,Local Church/Synagogue,Always
3304,2/11/86,HS Grad,Single,Employeed,White,Female,New York,NY,30079,Day,Thrift Store,Shoes,Yes,25,Daily,Keep in closet,No ,American Red Cross,Often
3305,2/10/82,Masters,Dating,Employeed,Asian,Female,Atlanta,GA,30310,Day,Department Store,Bottoms,No,12,Daily,Sell/ Pawn,Yes,American Red Cross,Rarely
3306,10/22/90,HS Grad,Single,Employeed,White,Male,Atlanta,GA,60607,Month,Discount Stores,Tops,Yes,1,Daily,Donate,No ,Local Church/Synagogue,Rarely
3307,11/27/93,Some College,Married,Employeed,Hispanic,Female,Chicago,IL,33170,Day,Thrift Store,Bottoms,Yes,19,Monthly,Donate,Yes,American Red Cross,Always
3308,3/5/95,Some College,Married,Employeed,Asian,Male,Miami,FL,30307,Week,Thrift Store,Shoes,Yes,3,Monthly,Throw out,No ,Local Church/Synagogue,Rarely
3309,5/9/94,HS Grad,Married,Student,Black,Male,Atlanta,GA,10173,Day,Thrift Store,Shoes,No,8,Weekly,Throw out,No ,American Red Cross,Rarely
3310,3/5/84,HS Grad,Married,Student,Hispanic,Female,New York,NY,10045,Month,Discount Stores,Accessories,Yes,25,Weekly,Pass down to family or friend,Yes,Thrift Store,Often
3311,4/14/88,HS Grad,Dating,Student,Hispanic,Male,New York,NY,90804,6 Months,Department Store,Accessories,Yes,14,Yearly,Sell/ Pawn,Yes,Goodwill,Rarely
3312,10/11/85,Some College,Single,Student,White,Female,Los Angeles,CA,33242,Month,Discount Stores,Bottoms,No,17,Yearly,Throw out,Yes,Goodwill,Always
3313,11/2/87,Some College,Single,Student,Other,Female,Miami,FL,30318,Week,Discount Stores,Bottoms,No,11,Yearly,Throw out,Yes,Homeless Shelter,Rarely
3314,1/18/96,Bachelor,Dating,Employeed,White,Male,Atlanta,GA,60645,Day,Discount Stores,Tops,No,20,Daily,Donate,No ,American Red Cross,Often
3315,2/3/83,Bachelor,Single,Student,Asian,Female,Chicago,IL,30033,6 Months,Department Store,Accessories,No,7,Daily,Throw out,Yes,Thrift Store,Never
3316,9/7/91,Some College,Single,Employeed,White,Male,Atlanta,GA,60624,Day,Discount Stores,Shoes,Yes,10,Weekly,Throw out,Yes,Thrift Store,Rarely
3317,12/13/91,Some College,Married,Employeed,Other,Male,Chicago,IL,60608,Year or more,Thrift Store,Accessories,Yes,4,Daily,Throw out,Yes,Homeless Shelter,Always
3318,12/15/82,HS Grad,Dating,Employeed,Other,Female,Chicago,IL,33055,Week,Thrift Store,Tops,No,20,Monthly,Sell/ Pawn,No ,American Red Cross,Sometimes
3319,10/23/92,Some College,Single,Student,Other,Female,Miami,FL,10022,6 Months,Department Store,Tops,Yes,7,Monthly,Donate,Yes,Local Church/Synagogue,Never
3320,6/8/81,Masters,Dating,Employeed,Asian,Female,New York,NY,33014,Year or more,Discount Stores,Tops,Yes,2,Yearly,Donate,Yes,Salvation Army,Rarely
3321,11/12/93,Masters,Single,Student,Other,Male,Miami,FL,93243,Day,Thrift Store,Accessories,No,8,Daily,Keep in closet,Yes,Thrift Store,Always
3322,7/17/85,Bachelor,Married,Student,Asian,Female,Los Angeles,CA,33030,Week,Thrift Store,Bottoms,No,16,Monthly,Throw out,Yes,Local Church/Synagogue,Often
3323,10/2/82,HS Grad,Dating,Student,Hispanic,Female,Miami,FL,10459,Year or more,Thrift Store,Accessories,Yes,18,Monthly,Pass down to family or friend,No ,Local Church/Synagogue,Sometimes
3324,3/11/81,Some College,Married,Employeed,Black,Female,New York,NY,30346,6 Months,Thrift Store,Accessories,Yes,1,Yearly,Keep in closet,Yes,Thrift Store,Often
3325,8/20/91,Bachelor,Married,Student,Black,Male,Atlanta,GA,10475,Year or more,Thrift Store,Shoes,No,15,Yearly,Keep in closet,No ,Thrift Store,Rarely
3326,8/26/85,HS Grad,Dating,Employeed,Hispanic,Male,New York,NY,33137,Month,Discount Stores,Shoes,Yes,7,Yearly,Sell/ Pawn,Yes,Thrift Store,Sometimes
3327,1/14/84,Some College,Dating,Student,Other,Female,Miami,FL,30032,Week,Department Store,Bottoms,Yes,1,Daily,Donate,Yes,Salvation Army,Never
3328,1/18/93,Some College,Single,Employeed,Other,Female,Atlanta,GA,30341,Day,Department Store,Shoes,Yes,23,Yearly,Donate,Yes,Thrift Store,Rarely
3329,10/15/85,HS Grad,Married,Employeed,Black,Male,Atlanta,GA,60631,Year or more,Discount Stores,Shoes,No,12,Daily,Keep in closet,Yes,American Red Cross,Never
3330,4/28/84,Bachelor,Single,Employeed,Other,Male,Chicago,IL,60007,Week,Department Store,Accessories,Yes,6,Daily,Sell/ Pawn,No ,Local Church/Synagogue,Sometimes
3331,5/18/88,HS Grad,Single,Student,White,Female,Chicago,IL,60647,Month,Department Store,Shoes,No,13,Monthly,Sell/ Pawn,Yes,Goodwill,Rarely
3332,10/13/81,Masters,Dating,Employeed,Hispanic,Female,Chicago,IL,90016,Day,Department Store,Tops,No,22,Weekly,Throw out,No ,Homeless Shelter,Often
3333,11/25/81,Some College,Single,Employeed,Hispanic,Female,Los Angeles,CA,33137,6 Months,Department Store,Accessories,Yes,17,Yearly,Pass down to family or friend,No ,Thrift Store,Sometimes
3334,11/21/83,Some College,Married,Employeed,White,Female,Miami,FL,60616,6 Months,Department Store,Shoes,No,4,Daily,Donate,Yes,Thrift Store,Never
3335,11/7/85,Masters,Married,Student,Black,Female,Chicago,IL,30341,Year or more,Thrift Store,Shoes,No,25,Yearly,Sell/ Pawn,Yes,Local Church/Synagogue,Always
3336,11/11/87,Some College,Married,Employeed,Hispanic,Male,Atlanta,GA,91723,Month,Department Store,Shoes,Yes,10,Yearly,Sell/ Pawn,Yes,Homeless Shelter,Never
3337,8/25/87,Masters,Dating,Student,Hispanic,Female,Los Angeles,CA,33168,6 Months,Thrift Store,Shoes,No,4,Weekly,Pass down to family or friend,Yes,Local Church/Synagogue,Never
3338,2/23/88,Masters,Dating,Employeed,Hispanic,Male,Miami,FL,60623,Year or more,Discount Stores,Tops,Yes,12,Yearly,Donate,No ,Homeless Shelter,Sometimes
3339,6/13/87,Some College,Married,Employeed,Asian,Male,Chicago,IL,91352,Week,Thrift Store,Shoes,No,8,Weekly,Pass down to family or friend,Yes,Goodwill,Sometimes
3340,1/11/88,Some College,Single,Employeed,Hispanic,Male,Los Angeles,CA,33206,Month,Department Store,Shoes,No,23,Daily,Keep in closet,No ,Thrift Store,Always
3341,12/13/91,Masters,Single,Employeed,Black,Female,Miami,FL,33055,Month,Discount Stores,Accessories,No,8,Daily,Donate,No ,American Red Cross,Often
3342,5/6/83,HS Grad,Dating,Student,Black,Female,Miami,FL,10027,Week,Discount Stores,Bottoms,Yes,14,Monthly,Donate,No ,Homeless Shelter,Rarely
3343,1/3/93,Some College,Dating,Student,Hispanic,Male,New York,NY,60602,Day,Discount Stores,Bottoms,No,14,Monthly,Donate,Yes,Local Church/Synagogue,Never
3344,3/4/89,HS Grad,Single,Student,Other,Female,Chicago,IL,91325,Month,Department Store,Tops,Yes,19,Daily,Pass down to family or friend,Yes,Homeless Shelter,Often
3345,1/18/89,Masters,Single,Student,White,Female,Los Angeles,CA,33136,6 Months,Thrift Store,Bottoms,No,2,Monthly,Throw out,Yes,Local Church/Synagogue,Often
3346,10/18/86,Masters,Married,Employeed,Asian,Female,Miami,FL,30340,Day,Thrift Store,Accessories,No,13,Yearly,Throw out,No ,Goodwill,Always
3347,7/10/89,HS Grad,Dating,Employeed,Black,Female,Atlanta,GA,60634,Year or more,Thrift Store,Tops,No,11,Yearly,Keep in closet,No ,Homeless Shelter,Sometimes
3348,12/15/88,Some College,Dating,Student,Hispanic,Female,Chicago,IL,60641,Month,Department Store,Accessories,Yes,11,Monthly,Donate,No ,Homeless Shelter,Always
3349,5/28/81,HS Grad,Single,Employeed,Other,Female,Chicago,IL,30316,Day,Discount Stores,Shoes,Yes,16,Daily,Sell/ Pawn,No ,American Red Cross,Sometimes
3350,8/26/89,Masters,Married,Employeed,Asian,Female,Atlanta,GA,60622,6 Months,Department Store,Bottoms,Yes,19,Weekly,Keep in closet,Yes,American Red Cross,Never
3351,2/17/82,Bachelor,Single,Employeed,Other,Male,Chicago,IL,11364,6 Months,Discount Stores,Accessories,No,2,Daily,Donate,No ,Local Church/Synagogue,Often
3352,11/19/89,Bachelor,Dating,Employeed,Other,Male,New York,NY,90029,Month,Discount Stores,Shoes,No,25,Yearly,Throw out,No ,Salvation Army,Sometimes
3353,4/17/85,HS Grad,Dating,Employeed,Other,Female,Los Angeles,CA,30308,Month,Department Store,Shoes,No,1,Daily,Sell/ Pawn,Yes,Goodwill,Rarely
3354,8/28/89,Some College,Married,Student,Hispanic,Female,Atlanta,GA,33183,Day,Thrift Store,Shoes,No,8,Yearly,Throw out,Yes,Local Church/Synagogue,Rarely
3355,2/23/95,Some College,Single,Employeed,Asian,Female,Miami,FL,33149,Month,Department Store,Bottoms,No,22,Daily,Sell/ Pawn,No ,Salvation Army,Never
3356,2/28/82,Masters,Married,Student,Asian,Male,Miami,FL,60706,6 Months,Thrift Store,Accessories,Yes,20,Daily,Pass down to family or friend,No ,Goodwill,Always
3357,2/8/95,Some College,Married,Student,Hispanic,Female,Chicago,IL,90504,Day,Department Store,Tops,No,9,Daily,Pass down to family or friend,No ,Goodwill,Often
3358,12/31/86,Bachelor,Dating,Employeed,Black,Male,Los Angeles,CA,10469,Year or more,Thrift Store,Bottoms,Yes,20,Monthly,Pass down to family or friend,No ,Homeless Shelter,Often
3359,10/23/91,HS Grad,Single,Student,White,Male,New York,NY,11106,Month,Discount Stores,Tops,No,21,Weekly,Keep in closet,No ,Homeless Shelter,Sometimes
3360,8/25/82,HS Grad,Dating,Student,Other,Male,New York,NY,60621,6 Months,Thrift Store,Bottoms,No,15,Weekly,Throw out,No ,Thrift Store,Never
3361,5/17/83,Bachelor,Single,Employeed,Other,Male,Chicago,IL,30312,Day,Thrift Store,Bottoms,No,23,Monthly,Pass down to family or friend,No ,Homeless Shelter,Always
3362,6/8/81,Masters,Single,Student,Other,Female,Atlanta,GA,30340,Day,Thrift Store,Tops,Yes,13,Monthly,Keep in closet,No ,American Red Cross,Rarely
3363,5/3/95,Masters,Dating,Student,Hispanic,Female,Atlanta,GA,60610,Day,Department Store,Accessories,No,3,Monthly,Throw out,No ,Salvation Army,Sometimes
3364,5/21/81,Masters,Married,Employeed,White,Male,Chicago,IL,60637,Week,Department Store,Bottoms,No,13,Weekly,Sell/ Pawn,No ,Local Church/Synagogue,Often
